50	500	1	8	20
0	42	6		
1	42	5		
2	16	6		
3	24	10		
4	5	9		
5	15	5		
6	10	8		
7	8	10		
8	23	3		
9	44	7		
10	47	10		
11	24	8		
12	18	5		
13	15	5		
14	11	7		
15	34	7		
16	29	9		
17	26	1		
18	21	6		
19	12	6		
20	44	1		
21	24	7		
22	30	10		
23	42	4		
24	8	10		
25	2	3		
26	33	4		
27	11	8		
28	47	4		
29	35	6		
30	25	3		
31	4	1		
32	38	4		
33	44	8		
34	24	6		
35	42	8		
36	15	8		
37	14	1		
38	24	9		
39	1	3		
40	8	10		
41	4	5		
42	11	7		
43	28	2		
44	4	6		
45	40	8		
46	17	4		
47	41	2		
48	42	8		
48	49	3		
17	46	6		
10	28	5		
23	26	3		
36	6	2		
38	20	10		
11	13	7		
44	33	7		
24	20	8		
44	47	2		
19	38	2		
8	39	10		
46	28	5		
24	18	8		
45	4	4		
19	35	8		
40	46	8		
16	40	8		
21	16	2		
13	39	5		
34	31	6		
35	0	1		
44	6	9		
26	8	5		
4	31	2		
29	37	3		
36	21	5		
34	8	7		
40	3	4		
20	17	10		
34	45	7		
10	47	4		
45	41	6		
25	5	3		
30	26	5		
9	6	7		
7	39	2		
43	31	6		
10	20	3		
29	40	5		
18	27	6		
22	5	4		
45	6	1		
23	13	1		
38	2	7		
33	1	3		
33	49	9		
17	11	1		
15	17	4		
20	29	5		
44	26	10		
21	27	1		
37	3	3		
41	1	9		
25	40	10		
28	4	6		
36	13	5		
21	1	5		
26	10	8		
21	27	2		
19	36	10		
42	11	7		
14	11	1		
40	46	1		
5	49	1		
44	38	8		
19	49	4		
17	26	3		
12	4	6		
22	41	2		
44	42	1		
31	7	6		
46	32	8		
30	32	6		
36	18	10		
25	8	5		
47	12	8		
5	41	4		
1	13	7		
42	16	1		
5	13	2		
17	8	10		
3	19	5		
36	10	2		
31	18	3		
18	45	9		
48	20	4		
24	10	6		
1	48	4		
40	3	2		
18	35	9		
41	21	8		
41	47	1		
46	8	3		
5	7	3		
43	8	3		
29	10	9		
5	33	3		
45	26	6		
17	24	1		
25	47	5		
39	13	4		
18	32	7		
42	42	9		
6	34	6		
24	29	10		
15	18	3		
4	32	3		
1	27	7		
24	16	8		
3	0	6		
43	44	5		
24	12	7		
5	42	9		
25	0	8		
13	17	9		
31	11	8		
18	26	7		
45	16	5		
2	42	1		
18	5	1		
25	47	10		
23	1	10		
39	17	10		
10	44	2		
28	22	9		
29	11	6		
45	9	5		
25	7	10		
45	5	1		
34	28	4		
19	5	3		
17	36	10		
48	18	9		
39	23	7		
5	41	5		
28	36	5		
44	33	8		
27	15	7		
5	16	5		
4	44	6		
48	11	1		
29	25	7		
29	3	2		
29	23	5		
23	2	9		
33	24	6		
43	28	1		
32	20	9		
39	27	2		
38	16	1		
29	45	8		
22	17	4		
34	4	7		
36	6	10		
12	36	4		
8	20	4		
15	16	1		
38	49	10		
16	18	10		
39	5	2		
42	24	2		
15	22	4		
25	29	9		
44	45	4		
3	24	3		
46	8	10		
46	33	10		
8	0	1		
27	40	4		
29	7	4		
40	38	2		
45	48	7		
15	42	4		
26	22	2		
31	43	3		
27	5	4		
3	4	7		
32	43	7		
6	45	4		
21	43	8		
37	40	2		
25	26	6		
46	13	4		
9	17	2		
31	17	10		
18	19	3		
1	37	7		
24	9	5		
7	15	2		
0	25	3		
6	34	8		
2	5	8		
3	34	6		
19	21	2		
34	24	5		
35	34	4		
47	23	10		
39	4	8		
42	38	2		
42	8	7		
45	1	6		
1	24	8		
18	17	9		
24	2	9		
38	15	9		
13	46	3		
45	37	4		
15	16	2		
36	5	7		
35	15	8		
4	31	6		
23	22	3		
19	15	10		
2	21	3		
0	22	10		
32	16	1		
10	2	10		
44	40	10		
29	21	10		
13	40	1		
49	19	10		
12	29	1		
28	26	6		
42	29	2		
4	34	1		
34	17	10		
12	38	2		
10	33	4		
6	13	9		
4	40	10		
4	49	3		
49	30	5		
43	48	8		
9	22	3		
40	24	3		
9	24	2		
8	39	7		
0	44	8		
27	44	7		
27	15	7		
15	14	6		
38	18	2		
31	6	4		
3	49	4		
19	46	8		
16	49	6		
3	37	3		
23	11	1		
8	39	2		
46	39	6		
41	19	3		
21	1	1		
44	36	8		
7	40	2		
43	25	1		
43	32	3		
46	22	1		
32	39	5		
38	20	7		
36	34	5		
11	47	2		
11	1	4		
41	15	1		
28	20	1		
26	38	6		
30	27	6		
21	18	7		
41	44	2		
4	30	6		
40	41	2		
37	5	1		
26	30	7		
38	8	4		
44	1	3		
11	20	7		
4	46	9		
17	27	3		
26	44	2		
32	14	3		
35	38	4		
24	10	4		
17	46	2		
49	28	9		
6	41	5		
24	26	5		
47	11	9		
31	16	1		
16	31	3		
15	11	6		
4	8	8		
25	6	9		
9	41	9		
35	7	6		
43	9	5		
33	41	3		
2	12	3		
45	14	1		
24	33	10		
24	29	7		
32	13	1		
30	49	7		
0	6	2		
10	3	2		
32	37	5		
2	14	6		
47	27	2		
0	36	2		
48	10	8		
46	34	3		
27	27	2		
0	15	1		
20	39	2		
45	23	9		
28	30	4		
14	6	8		
15	28	5		
37	39	7		
17	36	6		
44	17	4		
14	35	4		
4	14	10		
28	15	7		
41	17	7		
46	38	6		
34	6	5		
27	16	2		
16	43	7		
13	48	10		
24	7	10		
1	0	4		
14	41	3		
38	36	4		
18	27	2		
22	26	6		
1	43	8		
6	47	3		
28	14	4		
25	20	4		
24	15	2		
15	28	7		
42	7	10		
16	9	10		
34	20	2		
35	40	8		
17	2	5		
31	15	10		
10	9	10		
19	17	9		
29	1	8		
24	11	2		
10	7	6		
2	17	4		
6	5	2		
18	36	6		
33	38	10		
15	1	7		
20	33	7		
35	32	5		
11	38	10		
41	15	8		
30	30	6		
29	31	6		
23	9	3		
25	38	9		
4	43	9		
27	28	9		
6	13	4		
38	23	8		
27	40	10		
48	41	10		
4	14	8		
36	42	1		
2	41	9		
37	0	5		
7	3	10		
1	25	6		
46	4	2		
28	48	9		
33	16	7		
31	14	3		
7	23	2		
4	39	9		
15	35	5		
37	9	8		
14	5	10		
32	15	8		
45	46	6		
15	13	5		
24	44	8		
6	32	8		
41	38	7		
45	39	10		
44	42	1		
46	11	7		
8	4	9		
40	30	4		
31	21	2		
30	24	10		
39	38	5		
20	23	9		
2	28	8		
23	12	9		
15	43	9		
33	17	3		
22	11	8		
15	43	3		
43	30	6		
33	5	7		
30	19	10		
4	31	4		
4	6	3		
2	2	1		
49	36	6		
13	3	3		
3	3	4		
7	27	4		
36	25	1		
27	36	1		
46	7	2		
3	6	4		
43	32	4		
29	48	2		
47	23	9		
2	20	3		
18	19	5		
32	32	3		
41	26	6		
11	22	3		
34	8	4		
24	48	7		
32	48	6		
33	16	4		
25	34	4		
49	45	3		
32	40	2		
41	8	1		
32	8	8		
29	44	9		
41	42	4		
33	45	1		
26	23	3		
3	21	6		
8	3	3		
4	40	3		
5	21	6		
48	22	7		
41	41	9		
22	1	3		
8	17	3		
7	7	1
1 37
